Nom_du_moteur,Energie,Architecture,Alimentation,Injection,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Norme_anti-pollution,Disposition_du_moteur,Puissance_reelle_maxi_ch,Puissance_reelle_maxi_kW,Alesage,Course,Immatriculation
2.2i-CDi140,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2204.0,2000.0,340.0,16.0,16.7,Euro 4,Transversale Avant,140.0,103.0,85.0,97.1,6711fee0-b318-43c3-9c4b-f614cd121dd6
1.6,Essence,Quatre cylindres en ligne,Turbo à double entrée,Injection directe essence,1598.0,5500.0,240.0,16.0,10.5,Euro 5,Transversale Avant,184.0,135.0,77.0,85.8,291cfb24-84d0-476e-997c-910c790a141b
1.5i102ch,Essence,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,1499.0,4100.0,180.0,12.0,11.0,Euro 6,Transversale Avant,102.0,75.0,82.0,94.6,7f090c94-89f8-4a98-b836-bf43fd139f55
1.5dCi110,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,1750.0,260.0,8.0,15.2,Euro 5,Transversale Avant,110.0,81.0,76.0,80.5,5cc7eca8-bbc4-4db9-8788-73a7fe1a01e5
2.0DI150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,3250.0,340.0,16.0,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,99990db1-d09e-467f-9788-f0860326198f
2.0d184,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,380.0,16.0,16.5,Euro 5,Longitudinale Avant,184.0,135.0,84.0,90.0,db0e2bfe-48b7-4de4-9b13-ee0fbc2aca30
2.0d177,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,350.0,16.0,16.0,Euro 4,Longitudinale Avant,177.0,130.0,84.0,90.0,1be4ac9a-e05d-49fe-b5d4-97c85effc481
108CDI,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,4000.0,200.0,8.0,13.88,Euro 6,Transversale Avant,75.0,55.0,81.78,87.35,99b9ddf0-0174-407c-bd3e-2c9804c22752
1745.0,Essence,Bicylindre en V,Turbo à géométrie variable,Injection électronique,1745.0,3500.0,139.0,8.0,10.0,Euro 5,Transversale Avant,84.0,62.0,100.0,111.0,c4b5f587-34a9-4e1f-9e64-e4f75a7bd76f
Electrique,Electrique,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1887.85,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,0.0,0.0,81.78,87.35,3ae875ee-0302-4682-bc4e-12b08633bdf3
300.0,Essence,Monocylindre,Turbo à géométrie variable,Injection directe à rampe commune,294.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,0.0,0.0,81.78,87.35,27fa27bf-c0b4-45dc-bfcf-04529c22fb9f
3.0HPi180,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,2750.0,430.0,16.0,17.5,Euro 6,Transversale Avant,180.0,132.0,95.8,104.0,30b0710f-8bfa-4e93-8f54-678202fcd9f9
1.6e-HDi115,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,3600.0,270.0,8.0,13.88,Euro 5,Transversale Avant,115.0,85.0,75.0,88.3,bf4c3ed6-eb63-468c-8047-691c4ae72793
Standard,Electrique,Moteur synchrone à rotor bobiné,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3497.79,660.0,15.58,13.88,Euro 6,Transversale Arrière,422.0,310.0,81.78,87.35,0dff31ce-8e39-4624-89b9-f9e75f3739b1
1700.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection électronique,1679.0,5000.0,145.0,16.0,11.3,Euro 3,Transversale Avant,106.0,78.0,90.0,66.0,c486488b-5225-42a6-be32-903599c748db
3.0Mjt157,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,1700.0,400.0,16.0,13.88,Euro 6,Transversale Avant,156.0,115.0,95.8,104.0,61e98f67-3224-4dbf-9b2f-2d269641da13
Electrique,Electrique,Synchrone à aimants permanents,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3497.79,300.0,15.58,13.88,Euro 6,Transversale Avant,204.0,150.0,81.78,87.35,0d8c05a0-331f-4a06-b51d-1a2b31902d37
2.8FSI,Essence,Six cylindres en V,Atmosphérique,Injection directe essence,2773.0,3000.0,280.0,24.0,12.0,Euro 4,Longitudinale Avant,210.0,154.0,84.5,82.4,6c7e2827-1ae6-4574-b926-7dc580b7003a
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1598.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,100.0,74.0,81.78,87.35,921ea940-87fd-482b-aaf6-184fa6460ba4
1.6DI120,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1598.0,3600.0,250.0,16.0,13.88,Euro 6,Transversale Avant,120.0,88.0,81.78,87.35,3127afe8-ec7c-4075-afa4-23a643a8b4ca
125.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,124.0,8750.0,294.79,15.58,13.88,Euro 4,Transversale Avant,12.0,9.0,81.78,87.35,d0a06e18-a868-4813-8c10-bac7aec3ceb6
DV63.0,Diesel,Six cylindres en V,Turbo,Injection directe à rampe commune,2993.0,2000.0,600.0,24.0,16.1,Euro 5,Transversale Avant,258.0,190.0,84.0,90.0,95dfa66d-06dd-46be-abc3-bd6124ee4ac2
3.0d258,Diesel,Six cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2993.0,4000.0,560.0,24.0,16.5,Euro 6,Longitudinale Avant,258.0,190.0,84.0,90.0,4680147c-4904-431d-8af2-70f9ad2b46c4
2.4D-4D150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2393.0,3400.0,400.0,16.0,15.6,Euro 6,Transversale Avant,150.0,110.0,92.0,90.0,7892bb5e-a9c6-4d37-9da5-2414ee0dcf8b
2.0DI190,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1968.0,4200.0,400.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,81.78,87.35,d0e85d0d-e676-45f7-91a2-916d4098254c
1.5,Essence,Trois cylindres en ligne,Turbo à double entrée,Injection directe essence,1499.0,4400.0,220.0,12.0,11.0,Euro 6,Transversale Avant,136.0,100.0,82.0,94.6,434e2937-12d2-40bb-bc0f-375b3de684b1
1.9DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,250.0,8.0,19.0,Euro 4,Transversale Avant,105.0,77.0,79.5,95.5,02e5f7aa-231b-482a-afa2-29a8188b20d6
1.8GPL,Gaz,Quatre cylindres en ligne,Atmosphérique,Injection,1783.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,95.0,69.0,81.78,87.35,425defcf-063b-4f48-89d7-63b6be4f37b6
1.6CDi90,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1598.0,1500.0,200.0,16.0,16.5,Euro 5,Transversale Avant,90.0,66.0,79.5,80.5,3724276f-d3e7-4696-ab02-5bf2b5ed0b39
3.0HP146,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2998.0,3000.0,350.0,16.0,17.5,Euro 5,Transversale Avant,146.0,107.0,95.8,104.0,8b62f8e2-8859-466e-bc0a-1b82f9b375f5
2.0DI109,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,3500.0,300.0,16.0,13.88,Euro 5,Transversale Avant,109.0,80.0,81.0,95.5,d9374c42-ba7e-4eca-be0b-c45ab327a438
1.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1149.0,2500.0,93.0,8.0,9.6,Euro 6,Transversale Avant,60.0,44.0,69.0,76.8,4965126e-711b-4f13-89a9-ebfdd2e113ad
2.0DCi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,320.0,16.0,18.0,Euro 6,Transversale Avant,136.0,100.0,85.0,88.0,2cac5eaf-427c-4d32-a51c-10d0697b2f1e
1.6DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,4400.0,250.0,16.0,16.5,Euro 5,Transversale Avant,105.0,77.0,79.5,80.5,eeec7e83-b520-438e-9bdf-f186ae261c60
250d,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,2143.0,3800.0,500.0,16.0,13.88,Euro 6,Longitudinale Avant,204.0,150.0,81.78,87.35,1bd2bd73-d4f4-4bce-8e2f-fb076d3e1c4e
111CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,3800.0,270.0,16.0,15.4,Euro 6,Transversale Avant,114.0,84.0,80.0,79.5,0b145efe-8775-4a86-acfa-b268e5a291c1
2.0DCi130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,131.0,96.0,81.78,87.35,df320bbb-4b3b-4a37-b4ba-db4386878f8f
1.6DI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,3000.0,250.0,16.0,16.2,Euro 5,Transversale Avant,105.0,77.0,79.5,80.5,438920bd-7cf6-443b-8ce3-dbed7612be9e
2.5V6,Essence,Six cylindres en V,Atmosphérique,Injection multipoints,2495.0,3000.0,244.0,24.0,10.3,Euro 6,Transversale Avant,197.0,145.0,81.6,79.5,c5fe0e3d-5464-408d-8d90-c2989b44b957
50.0,Essence,Monocylindre,Turbo à géométrie variable,Injection directe à rampe commune,50.0,7500.0,294.79,2.0,13.88,Euro 6,Transversale Avant,3.0,2.0,81.78,87.35,667766a6-969a-42ec-9a8a-d72f0d3ee035
2.0DI190,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1968.0,3800.0,400.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,81.78,87.35,1b42d849-a1c8-4517-8281-083ef6ee2055
1.8DCi110,Diesel,Quatre cylindres en ligne,Turbo Basse Pression,Injection directe à rampe commune,1753.0,1800.0,200.0,8.0,21.5,Euro 6,Transversale Avant,110.0,81.0,82.5,82.0,d9ecc523-f5be-41fa-a223-52fd2a08f284
1.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1248.0,4000.0,121.0,16.0,13.88,Euro 5,Transversale Avant,85.0,62.0,81.78,87.35,41b45289-f3a6-443a-981d-567f7c196469
1.816v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1796.0,3800.0,170.0,16.0,10.5,Euro 4,Transversale Avant,125.0,92.0,80.5,88.2,2d05ba5c-2a31-4c3b-8926-8b3316e439b4
1.0SI110,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,5500.0,200.0,12.0,10.5,Euro 6,Transversale Avant,110.0,81.0,74.5,76.4,73e81862-4b64-46d3-bb6d-281bd432612e
1250.0,Essence,Bicylindre à plat,Turbo à géométrie variable,Injection électronique,1254.0,6250.0,143.0,8.0,12.5,Euro 5,Transversale Avant,136.0,100.0,102.5,76.0,fcf25ea3-eb57-413b-a42a-aa9db0976320
1.816v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1799.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,115.0,85.0,81.78,87.35,4b59210d-77e6-441c-ad4e-e2a203a8bdd6
1.0FSI,Essence,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,999.0,5000.0,160.0,12.0,13.88,Euro 6,Transversale Avant,95.0,70.0,81.78,87.35,efbb4f62-fe33-4442-8097-395832e5a9c5
1.8SKYACIV,Diesel,Quatre cylindres en ligne,Atmosphérique,Injection directe à rampe commune,1759.0,4000.0,270.0,16.0,14.8,Euro 6,Transversale Avant,116.0,85.0,81.78,87.35,402dd9fa-6276-47d6-ba77-48358dcf8710
1.416v-jet,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1368.0,2000.0,206.0,16.0,9.8,Euro 6,Transversale Avant,120.0,88.0,72.0,84.0,fef9db13-d5e2-4562-8ce5-6cc585c4b5d0
Electrique,Electrique,Synchrone à rotor bobiné,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3000.0,220.0,15.58,13.88,Euro 6,Transversale Avant,88.0,65.0,81.78,87.35,5c258126-6f7d-4955-866a-868c1e2325cf
50.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,50.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,1e46bb9c-6f63-45ab-97c7-07c37c0fd75f
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2996.0,2750.0,320.0,24.0,10.7,Euro 4,Longitudinale Avant,272.0,200.0,85.0,88.0,9ca1ac5d-7ceb-4f4f-9a81-6a8b01639bf9
320.0,Essence,Six cylindres en V,Atmosphérique,Injection,3199.0,3497.79,294.79,18.0,13.88,Euro 6,Transversale Avant,218.0,160.0,81.78,87.35,67bdf0b8-fd94-4060-9890-88bf8c1f6754
900.0,Essence,Bicylindre en ligne,Turbo à géométrie variable,Injection électronique,895.0,6750.0,93.0,8.0,13.3,Euro 5,Transversale Avant,105.0,77.0,86.0,77.0,927e6466-b977-45a9-a6b4-d33bf5c5a030
50.0,Essence,Monocylindre,Turbo à géométrie variable,Carburateur,50.0,6500.0,6.0,15.58,13.88,Euro 3,Transversale Avant,5.0,4.0,40.0,39.1,221a2b1a-24c9-495b-8e80-b70b9d1bd655
2.0i129ch,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1995.0,3250.0,180.0,16.0,10.5,Euro 4,Longitudinale Avant,129.0,95.0,84.0,90.0,7c35ad48-d749-41ec-9720-db3ccfeaa8a9
1.8FSI,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe essence,1798.0,1500.0,250.0,16.0,9.6,Euro 4,Transversale Avant,160.0,118.0,82.5,84.1,17438092-beb9-470a-a6cb-86e63806a7fe
2.0EcoBlue130,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe par rampe commune,1995.0,1500.0,385.0,16.0,13.88,Euro 6,Transversale Avant,130.0,96.0,81.78,87.35,e9adf47d-7fbf-4ff1-bc5f-6b2ecda821d9
1.5DCi120,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1499.0,3600.0,270.0,16.0,16.0,Euro 6,Transversale Avant,120.0,88.0,73.5,88.3,359ba4cb-9142-486a-b79d-25b106e5233d
1.6i,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1598.0,4400.0,220.0,16.0,10.5,Euro 6,Longitudinale Avant,136.0,100.0,77.0,85.8,ab1a2d22-183d-414d-ac2e-46aab3519f41
1811.0,Essence,Bicylindre en V,Turbo à géométrie variable,Injection électronique,1811.0,2900.0,150.0,4.0,9.5,Euro 4,Transversale Avant,84.0,62.0,113.0,101.0,9f8c4b83-03de-4e51-b3e3-3468a2320ec5
220CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2148.0,2000.0,340.0,16.0,18.0,Euro 4,Longitudinale Avant,150.0,110.0,88.0,88.3,e2ffd0f0-85f2-4e72-a4a6-069f624653ee
1.6i102ch,Essence,Quatre cylindres en ligne,Turbo à double entrée,Injection directe,1598.0,1100.0,180.0,16.0,10.5,Euro 5,Longitudinale Avant,102.0,75.0,77.0,85.8,710f36b0-2441-4e58-8cda-25c859a96120
1.2DIG-S,Essence,Trois cylindres en ligne,Compresseur,Injection directe essence,1198.0,4400.0,147.0,12.0,12.0,Euro 6,Transversale Avant,98.0,72.0,78.0,83.6,36fcd766-ab6f-493c-ab7c-d55c3ac00de6
1.0Vi,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,998.0,4400.0,93.0,12.0,10.5,Euro 6,Transversale Avant,72.0,53.0,71.0,84.0,a5ff64db-bab8-4824-854e-fcfbeaf9409a
2.0EcoBlue160,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3497.79,405.0,16.0,13.88,Euro 6,Transversale Avant,160.0,118.0,81.78,87.35,e826f0ec-93e1-4233-8c0f-c98cbb523a9b
1.4,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1396.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,90.0,66.0,81.78,87.35,484ef1b2-ba3b-45c1-a039-5076488f497b
1.4Di75,Diesel,Trois cylindres en ligne,Turbo,Injection directe à rampe commune,1422.0,3500.0,210.0,12.0,16.2,Euro 6,Transversale Avant,75.0,55.0,79.5,95.5,acdda62f-26bc-47c0-889d-b231c86da0fb
3.0G136,Gaz,Quatre cylindres en ligne,Turbocompresseur,Injection Multipoints,2998.0,2730.0,350.0,16.0,19.0,Euro 6,Transversale Avant,136.0,100.0,95.8,104.0,e6a540e1-0fd6-4f23-9076-b21fcff23012
2.3HPi126,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2287.0,2800.0,320.0,16.0,16.2,Euro 5,Transversale Avant,126.0,93.0,88.0,84.0,2f26ef3e-d49e-4f48-a9a7-b0e2346e21bc
0.9winAir,Essence,Deux cylindres en ligne,Turbo,Injection multipoints,875.0,2000.0,145.0,4.0,10.0,Euro 5,Transversale Avant,105.0,77.0,80.5,86.0,1dcaf98c-4264-4ea2-9460-ec4404d0bc06
1.6winport,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4000.0,155.0,16.0,10.5,Euro 4,Transversale Avant,115.0,85.0,79.0,81.5,faa3d909-ccb8-40ed-a9e2-598aa4de98b1
DV6,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2720.0,1900.0,440.0,24.0,17.3,Euro 6,Longitudinale Avant,190.0,140.0,81.0,88.0,f5b25f16-e650-4b93-8852-cd0bd6fab1e7
2.0HDi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1997.0,1900.0,205.0,8.0,18.0,Euro 6,Transversale Avant,90.0,66.0,85.0,88.0,982ff632-ac0a-4b45-b249-b6ecaab7af06
2.0FSI,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe essence,1984.0,1800.0,280.0,16.0,10.5,Euro 6,Transversale Avant,200.0,147.0,82.5,92.8,32a46684-c207-4ca2-9b39-8f74171f8238
160.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1498.0,5200.0,140.0,8.0,11.0,Euro 5,Transversale Avant,95.0,70.0,83.0,69.2,921b25a9-df66-48bc-8696-5d1d54c64783
2.3HPi156,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,2750.0,350.0,16.0,16.0,Euro 6,Transversale Avant,156.0,115.0,88.0,94.0,3b34bf38-9e40-47ce-87a4-910f293f893f
2.0i184ch,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1998.0,5000.0,300.0,16.0,10.2,Euro 6,Transversale Avant,184.0,135.0,82.0,94.6,4a6fc855-3de7-43c0-b1f0-9371019924a2
1.9DI116,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,285.0,8.0,19.0,Euro 6,Transversale Avant,116.0,85.0,79.5,95.5,e2de0dc6-ec23-4d33-b92f-a720e9d8e6c3
1.6DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,1500.0,250.0,16.0,13.88,Euro 5,Transversale Avant,105.0,77.0,81.78,87.35,63b2efd1-b230-46f0-a3ab-2c262ccaae60
1.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1242.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,61.0,44.0,81.78,87.35,a793f0da-2f40-482e-9999-a06e6dc0d2b2
2.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,2295.0,4000.0,208.0,16.0,13.88,Euro 6,Transversale Avant,161.0,118.0,89.6,91.0,4c1f8e37-5180-4114-9e97-002e6ced522b
1745.0,Essence,Bicylindre en V,Turbo à géométrie variable,Injection électronique,1745.0,3250.0,145.0,8.0,10.0,Euro 4,Transversale Avant,84.0,62.0,100.0,111.0,bff57191-4b52-4c8e-9d06-a5cc4ef9c8d0
2.0FSI,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1984.0,3500.0,200.0,16.0,11.5,Euro 4,Transversale Avant,150.0,110.0,82.5,92.8,19a238bb-40da-4fe5-9c6e-145bf775c50f
2.3dCi180,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,2299.0,1500.0,400.0,16.0,16.0,Euro 6,Transversale Avant,180.0,132.0,85.0,101.3,b1ee5ae6-933f-4e2b-bd27-3b1acc20eb2b
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2979.0,3500.0,300.0,24.0,10.2,Euro 6,Longitudinale Avant,231.0,170.0,84.0,89.6,85c83dbd-9b57-49d0-9d5a-bbc8b36f5560
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,34562840-dfcd-4233-b687-f87a58d511b4
2.5,Essence,Quatre cylindres à plat,Turbo à géométrie variable,Injection multipoints,2457.0,3600.0,223.0,16.0,10.0,Euro 6,Longitudinale,156.0,115.0,99.5,79.0,a5fe42fc-8217-4b93-b4d9-6b53d4d47093
3.0d313,Diesel,Six cylindres en ligne,Bi-Turbos à géométrie variable,Injection directe à rampe commune,2993.0,4300.0,630.0,24.0,16.5,Euro 5,Longitudinale Avant,313.0,230.0,84.0,90.0,97bd1919-ded3-48c6-8173-0449e6d3793e
1.2SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1197.0,5000.0,175.0,8.0,10.0,Euro 5,Transversale Avant,105.0,77.0,71.0,75.6,5a5800c3-632a-4ba3-adbd-7e3f99419e07
2.0d163,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,2000.0,340.0,16.0,17.0,Euro 4,Longitudinale Avant,163.0,120.0,90.0,84.0,221fe430-402c-454c-8fb4-d9c8b04e55f0
865.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,865.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,491994e9-e631-4833-85b6-c7ff3c278f62
e-SKYACIV,Electrique,Synchrone à courant alternatif,Turbo à géométrie variable,Batterie lithium-ion,1887.85,4500.0,271.0,15.58,13.88,Euro 6,Transversale Avant,145.0,107.0,81.78,87.35,db65dce7-7f0d-487b-9620-701007324cd2
50.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,50.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,a28a43d9-1d67-439b-b7b9-e5b829cacd90
300e,Hybride,Quatre cylindres en ligne,Turbo,Injection directe essence,1999.0,6100.0,320.0,16.0,13.88,Euro 6,Longitudinale Avant,204.0,150.0,81.78,87.35,39c1dcd8-223f-4392-8410-ed74c088fe46
1.5CRDI102,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1493.0,2000.0,235.0,16.0,17.8,Euro 6,Transversale Avant,102.0,75.0,75.0,84.5,d233fa7c-9fbf-4f74-bf09-f784000f7c36
2.5Di88,Diesel,Cinq cylindres en ligne,Turbo Haute Pression,Injection directe par injecteurs pompes,2461.0,1900.0,195.0,10.0,13.88,Euro 6,Transversale Avant,88.0,65.0,81.0,95.5,8a5947b8-2974-4df9-9b62-054a5ebf0e4c
Ce90,Essence,Trois cylindres en ligne,Turbocompresseur,Injection multipoints,898.0,2250.0,140.0,12.0,9.5,Euro 6,Transversale Avant,90.0,66.0,72.2,73.1,aeadeb5b-87ae-4767-9b89-d85f1a374fc8
1.4SI,Essence,Quatre cylindres en ligne,Turbo + Compresseur,Injection directe essence,1390.0,5800.0,220.0,16.0,10.0,Euro 5,Transversale Avant,150.0,110.0,76.5,75.6,82b6e58f-558c-4850-a405-2176855abe9c
4.0FSI,Essence,Huit cylindres en V,Bi-Turbos,Injection directe essence,3993.0,5100.0,600.0,32.0,10.1,Euro 6,Longitudinale Avant,435.0,320.0,84.5,89.0,45636bd1-563b-4bb3-9564-cb2ca99a0b13
2.0FSI190,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1984.0,4200.0,320.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,81.78,87.35,56682647-cc45-4d30-bcee-ec27865a1afb
2.0HDi90,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1997.0,1900.0,205.0,8.0,17.6,Euro 6,Transversale Avant,90.0,66.0,85.0,88.0,4a50d60a-1957-4eea-9308-64b7075a3414
1.3DIG-,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1332.0,5500.0,270.0,16.0,10.5,Euro 6,Transversale Avant,160.0,117.0,72.2,81.35,c6c2e1eb-3b1a-4f7e-98d4-fdd0fda1a294
1.4SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1395.0,5000.0,200.0,16.0,10.0,Euro 6,Transversale Avant,125.0,92.0,76.5,75.6,aea4309b-9fe8-400e-b80c-e1f4ed52d142
3.0GNV140,Gaz,Quatre cylindres en ligne,Turbo,Injection directe essence,2999.0,2750.0,350.0,16.0,12.5,Euro 6,Transversale Avant,136.0,100.0,95.8,104.0,e8f3a3f8-3340-4c41-8112-c3439856fa73
1.416v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1390.0,3800.0,132.0,16.0,10.5,Euro 6,Transversale Avant,85.0,63.0,76.5,75.6,4088e505-691d-47ee-9423-4e13e250f81b
1.7CDI100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1686.0,2300.0,240.0,16.0,18.4,Euro 4,Transversale Avant,100.0,74.0,79.0,86.0,4af2914f-c647-451e-afbb-bdae4d7722fa
1.6e-HDi112,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,1750.0,270.0,8.0,13.88,Euro 5,Transversale Avant,112.0,82.0,75.0,88.3,4f7656cb-d41d-430d-8334-72c9f4b15196
1000.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection électronique,1043.0,7500.0,102.0,16.0,10.3,Euro 4,Transversale Avant,120.0,88.0,77.0,56.0,8c2a61fe-0df4-4d98-91c4-646332ec53f2
2.0,Essence,Quatre cylindres en ligne,Turbo Basse Pression,Injection multipoints,1998.0,2500.0,320.0,16.0,8.8,Euro 4,Transversale Avant,240.0,177.0,86.0,86.0,a100a911-7ea6-4cc3-8383-26b2d24f4500
2.3dCi125,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2298.0,1250.0,310.0,16.0,13.88,Euro 5,Transversale Avant,125.0,92.0,81.78,87.35,798bf9ce-7109-4d5d-adb8-16e849cfbc9a
1.9DI100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1887.85,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,nc74kW,112.62,81.78,87.35,926b8be6-70f3-413c-9a4e-54eb9f328401
